Header information
 
Source: G339.884-1.2
RA:   16 52  4.67        DEC: -46  8 34.22   (J2000)
OBS. DATE: 20131119          Time of record:   1/  6  7 32.9
No. channels:  1024           First channel plotted     1
Bw (kHz):      0.977
Rest freq. (MHz) :    6668.5195      Av. weight :       0.0000
 
DATA follow with format: (1X,I5,2X,I3,2X,A5,2X,F12.4,3(2X,G15.6))
 
Channel  IF  Polar     Frequency     Velocity         Real(Jy)         Imag(Jy)
   927    1  I           6669.9043     -39.6727          56.7526          0.00000
   928    1  I           6669.9053     -39.7166          56.6953          0.00000
   929    1  I           6669.9062     -39.7605          55.2863          0.00000
   930    1  I           6669.9072     -39.8044          53.2073          0.00000
   931    1  I           6669.9082     -39.8483          51.1257          0.00000
   932    1  I           6669.9092     -39.8922          49.4827          0.00000
   933    1  I           6669.9102     -39.9361          48.2520          0.00000
   934    1  I           6669.9111     -39.9800          47.4196          0.00000
   935    1  I           6669.9121     -40.0239          46.8760          0.00000
   936    1  I           6669.9131     -40.0678          46.4782          0.00000
   937    1  I           6669.9141     -40.1117          46.1828          0.00000
   938    1  I           6669.9150     -40.1556          45.9513          0.00000
   939    1  I           6669.9160     -40.1995          45.7464          0.00000
   940    1  I           6669.9170     -40.2434          45.5425          0.00000
   941    1  I           6669.9180     -40.2873          45.3198          0.00000
   942    1  I           6669.9189     -40.3312          45.1847          0.00000
   943    1  I           6669.9199     -40.3750          45.0955          0.00000
   944    1  I           6669.9209     -40.4189          45.0505          0.00000
   945    1  I           6669.9219     -40.4628          44.9963          0.00000
   946    1  I           6669.9229     -40.5067          44.9654          0.00000
   947    1  I           6669.9238     -40.5506          44.9395          0.00000
   948    1  I           6669.9248     -40.5945          44.9174          0.00000
   949    1  I           6669.9258     -40.6384          44.9057          0.00000
   950    1  I           6669.9268     -40.6823          44.9247          0.00000
   951    1  I           6669.9277     -40.7262          44.8919          0.00000
   952    1  I           6669.9287     -40.7701          44.9216          0.00000
   953    1  I           6669.9297     -40.8140          44.8920          0.00000
   954    1  I           6669.9307     -40.8579          44.8991          0.00000
   955    1  I           6669.9316     -40.9018          44.8994          0.00000
   956    1  I           6669.9326     -40.9457          44.8769          0.00000
   957    1  I           6669.9336     -40.9896          44.8653          0.00000
   958    1  I           6669.9346     -41.0335          44.8854          0.00000
   959    1  I           6669.9355     -41.0774          44.8548          0.00000
   960    1  I           6669.9365     -41.1213          44.8644          0.00000
   961    1  I           6669.9375     -41.1652          44.8569          0.00000
   962    1  I           6669.9385     -41.2091          44.8211          0.00000
   963    1  I           6669.9395     -41.2530          44.8108          0.00000
   964    1  I           6669.9404     -41.2969          44.8043          0.00000
   965    1  I           6669.9414     -41.3408          44.8249          0.00000
   966    1  I           6669.9424     -41.3847          44.8261          0.00000
   967    1  I           6669.9434     -41.4286          44.8280          0.00000
   968    1  I           6669.9443     -41.4725          44.8184          0.00000
   969    1  I           6669.9453     -41.5164          44.8150          0.00000
   970    1  I           6669.9463     -41.5603          44.8099          0.00000
   971    1  I           6669.9473     -41.6042          44.8225          0.00000
   972    1  I           6669.9482     -41.6481          44.8185          0.00000
   973    1  I           6669.9492     -41.6920          44.8058          0.00000
   974    1  I           6669.9502     -41.7359          44.8120          0.00000
   975    1  I           6669.9512     -41.7798          44.8203          0.00000
   976    1  I           6669.9521     -41.8237          44.8126          0.00000
   977    1  I           6669.9531     -41.8676          44.8169          0.00000
   978    1  I           6669.9541     -41.9115          44.8224          0.00000
   979    1  I           6669.9551     -41.9554          44.8122          0.00000
   980    1  I           6669.9561     -41.9993          44.8097          0.00000
   981    1  I           6669.9570     -42.0432          44.8153          0.00000
   982    1  I           6669.9580     -42.0871          44.8177          0.00000
   983    1  I           6669.9590     -42.1310          44.8144          0.00000
   984    1  I           6669.9600     -42.1749          44.8088          0.00000
   985    1  I           6669.9609     -42.2188          44.8013          0.00000
   986    1  I           6669.9619     -42.2627          44.8535          0.00000
   987    1  I           6669.9629     -42.3066          44.8080          0.00000
   988    1  I           6669.9639     -42.3505          44.8256          0.00000
   989    1  I           6669.9648     -42.3944          44.8181          0.00000
   990    1  I           6669.9658     -42.4383          44.8441          0.00000
   991    1  I           6669.9668     -42.4822          44.8306          0.00000
   992    1  I           6669.9678     -42.5261          44.8371          0.00000
   993    1  I           6669.9688     -42.5700          44.8083          0.00000
   994    1  I           6669.9697     -42.6139          44.8534          0.00000
   995    1  I           6669.9707     -42.6578          44.8191          0.00000
   996    1  I           6669.9717     -42.7017          44.8505          0.00000
   997    1  I           6669.9727     -42.7456          44.8174          0.00000
   998    1  I           6669.9736     -42.7895          44.8139          0.00000
   999    1  I           6669.9746     -42.8334          44.8122          0.00000
  1000    1  I           6669.9756     -42.8773          44.8152          0.00000
  1001    1  I           6669.9766     -42.9212          44.8688          0.00000
  1002    1  I           6669.9775     -42.9651          44.8489          0.00000
  1003    1  I           6669.9785     -43.0090          44.8512          0.00000
  1004    1  I           6669.9795     -43.0529          44.8664          0.00000
  1005    1  I           6669.9805     -43.0968          44.8676          0.00000
  1006    1  I           6669.9814     -43.1407          44.8757          0.00000
  1007    1  I           6669.9824     -43.1846          44.8879          0.00000
  1008    1  I           6669.9834     -43.2285          44.8821          0.00000
  1009    1  I           6669.9844     -43.2724          44.8663          0.00000
  1010    1  I           6669.9854     -43.3163          44.8536          0.00000
  1011    1  I           6669.9863     -43.3602          44.8648          0.00000
  1012    1  I           6669.9873     -43.4041          44.8771          0.00000
  1013    1  I           6669.9883     -43.4480          44.8595          0.00000
  1014    1  I           6669.9893     -43.4919          44.8747          0.00000
  1015    1  I           6669.9902     -43.5358          44.8691          0.00000
  1016    1  I           6669.9912     -43.5797          44.8851          0.00000
  1017    1  I           6669.9922     -43.6236          44.8806          0.00000
  1018    1  I           6669.9932     -43.6675          44.8731          0.00000
  1019    1  I           6669.9941     -43.7114          44.8875          0.00000
  1020    1  I           6669.9951     -43.7553          44.8771          0.00000
  1021    1  I           6669.9961     -43.7992          44.8991          0.00000
  1022    1  I           6669.9971     -43.8431          44.9194          0.00000
  1023    1  I           6669.9980     -43.8870          44.8954          0.00000
  1024    1  I           6669.9990     -43.9309          44.9022          0.00000
